लोग: लोग 
घोष: घोष
‘‘हाल: ‘‘हाल
एलो: एल 
भाषी: भाषी 
असिस्टेन्ट: असिस्टेन्ट
उपयोगकतार्ओं: उपयोगकतार्ओं
स्वत: स्वत
कांफ्रेसिंग: कांफ्रेसिंग
"अपने: "अपना 
रेस्पॉन्स: रेस्पॉन्स
उपयोगकताओं: उपयोगक उपयोगकत 
उपयोगर्ताओं: उपयोगर्त उपयोगर् 
शाहरुख: शाहरुख
कार्यों: कार्य 
समझेगा: समझेगा 
रेस्पॉन्ड: रेस्पॉन्ड
'टॉक: 'टॉक
हिन्दी': हिन्दी'
लैंगवेज: लैंगवेज
सैट: सैट
अद्वितीय: अद्वितीय
'स्मार्ट: 'स्मार्ट
रिप्लाई': रिप्लाई'
तुरन्त: तुरन्त
रिस्पॉन्ड: रिस्पॉन्ड
इमेजेस: इमेजेस
'सब: 'सब
एंड्रोइड: एंड्रोइड
लांन्च: लांन्च
अभिव्यक्त: अभिव्यक्त
टोयोटा: टोयोटा 
किलरेस्कर: किलरेस् 
राजा: राजा 
‘‘इस्पात: ‘‘इस्पात
तांबा: तांबा 
रबड़: रबड़
कच्चे: कच्चा 
येन: येन
कलपुर्जों: कलपुर्ज 
हैचबैक: हैचबैक
लीवा: लीवा 
लैंड: लैंड
क्रूजर: क्रूजर
माह: माह 
प्रबधंक: प्रबधंक
हरीश: हरीश
एक्साइटिंग: एक्साइटिंग
प्रपोजिशन: प्रपोजिशन
रिडिफाइन: रिडिफाइन
विक्रय: विक्रय
मूल्यों: मूल्य 
इंटरनेट/डाटा: इंटरनेट/डाटा 
फुल्ली: फुल्ली 
कॉम्बो: कॉम्ब 
पैक्स: पैक्स
प्रस्तुत: प्रस्तुत
एसई: एसई
अनबॉक्स: अनबॉक्स
कैशफ्री: कैशफ्री 
वेडिग: वेडिग
ऑफरों: ऑफर 
होटलों: होटल 
ओयो: ओय 
अर्ली: अर्ली 
रीतेश: रीतेश
'माइक्रोमैक्स: 'माइक्रोमैक्स
ख़ास: ख़ास
एफडबल्यू: एफडबल्य 
सर्पिल: सर्पिल
कतारों: कतार 
बढ़ना: बढ़ना 
राममूर्ति: राममूर्त 
"बैंकों: "बैंक 
कोबाल्ट: कोबाल्ट
दराज: दराज
प्रमाणीकरण: प्रमाणीकरण
गेमाल्टो: गेमाल्ट 
चुंबकीय: चुंबकीय
धारी: धारी 
ईएमवी: ईएमवी 
यूरोपे: यूरोपा 
मास्टरकार्ड: मास्टरकार्ड
वीजा: वीजा 
विनिर्माण: विनिर्माण
हाइवे: हाइवा 
एनएचटीएसए: एनएचटीएसए
‘कंपनी: ‘कंपनी 
स्वाचालित: स्वाचालित
रोमांचित: रोमांचित
विनियमों: विनियम 
मसौदा: मसौदा 
इंटीग्रिटी: इंटीग्रिटी 
केनर: केनर
रेपो: रेप 
बहु: बह 
उद्देश्यीय: उद्देश्यीय
एमपीवी: एमपीवी 
लाजी: लाजी 
स्टेपवे: स्टेपवा 
दक्षता: दक्षता 
रेनो: रेन 
कार्यपालक: कार्यपालक
सुमित: सुमित
साहनी: साहनी 
इसीलिए: इसील 
com/watch: com/watch
v=DMxrBdgFSJg: v=DMxrBdgFSJg
अनेक: अनेक
लोक: लोक
लुभावन: लुभावन
टाक: टाक
नि: न 
वार: वार
टीके: टीका 
निसान: निसान
स्पोर्टस: स्पोर्टस
आर': आर' 
ऑपरेशंस: ऑपरेशंस
गुलियाउमे: गुलियाउमा 
सिकार्ड: सिकार्ड
"जीटी: "जीटी 
रोमंचक: रोमंचक
आर्कषण: आर्कषण
बनेगा: बनेगा 
तोचिगि: तोचिग 
सीबीयू: सीबीय 
बुंकिग: बुंकिग
वॉल्व: वॉल्व
ट्विन: ट्विन
टर्बोचार्ज्ड: टर्बोचार्ज्ड
स्पोर्ट्स: स्पोर्ट्स 
ताकत: ताकत 
न्यूटन: न्यूटन
टार्क: टार्क
प्रतिघंटा: प्रतिघंटा 
'व्हाट्स': 'व्हाट्स'
मिरर': मिरर'
उन्नयन: उन्नयन
"ये: "या 
मैनचेस्टर: मैनचेस्टर
इवनिंग: इवनिंग
"व्हाट्स: "व्हाट्स
टेबलेट्स: टेबलेट्स
